Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""external carotid artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001929,=,1.0,http://human.owl#NCI_C32551,"[""External_Carotid_Artery""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""skin apocrine gland""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000147,=,0.0,http://human.owl#NCI_C32132,"[""Apocrine_Sweat_Gland""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""posterior tibial artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002575,=,1.0,http://human.owl#NCI_C12826,"[""Posterior_Tibial_Artery""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""mesangium""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002617,=,1.0,http://human.owl#NCI_C33101,"[""Mesangium""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""retina photoreceptor layer""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001308,=,1.0,http://human.owl#NCI_C32954,"[""Layer_of_the_Rods_and_Cones""]",[],"[""owl:Class""]",true,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""left hepatic duct""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001638,=,1.0,http://human.owl#NCI_C32960,"[""Left_Hepatic_Duct""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""dorsal thalamus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000180,=,1.0,http://human.owl#NCI_C52717,"[""Dorsal_Thalamus""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""hypoglossal XII nucleus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001039,=,0.0,http://human.owl#NCI_C12899,"[""Hypoglossal_Nucleus""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""lienal vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002164,=,0.0,http://human.owl#NCI_C33608,"[""Splenic_Vein""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""superior gluteal artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002054,=,1.0,http://human.owl#NCI_C32688,"[""Gluteal_Artery""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""brain dura mater""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000815,=,1.0,http://human.owl#NCI_C49332,"[""Cerebral_Dura_Mater""]",[],"[""owl:Class""]",true,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""capillary""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000065,=,1.0,http://human.owl#NCI_C12685,"[""Capillary""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""cerebral grey matter""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000944,=,0.0,http://human.owl#NCI_C49333,"[""Cerebral_Gray_Matter""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000067,=,1.0,http://human.owl#NCI_C12814,"[""Vein""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""hepatobiliary system""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000324,=,1.0,http://human.owl#NCI_C43612,"[""Hepatobiliary_System""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""chest""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000031,=,1.0,http://human.owl#NCI_C25389,"[""Chest""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""endocrine pancreas""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001582,=,1.0,http://human.owl#NCI_C32509,"[""Endocrine_Pancreas""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""lumbar vertebra 5""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001432,=,0.0,http://human.owl#NCI_C32903,"[""L5_Vertebra""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""common bile duct""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001631,=,1.0,http://human.owl#NCI_C12698,"[""Common_Bile_Duct""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""submandibular ganglion""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002470,=,1.0,http://human.owl#NCI_C52558,"[""Submandibular_Ganglion""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""upper respiratory tract""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000442,=,0.0,http://human.owl#NCI_C33839,"[""Upper_Respiratory_System""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""palatoglossus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002351,=,1.0,http://human.owl#NCI_C53170,"[""Palatoglossus_Muscle""]",[],"[""owl:Class""]",true,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""glossopharyngeal IX nerve""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001093,=,0.0,http://human.owl#NCI_C12723,"[""Glossopharyngeal_Nerve""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""ankle joint""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000463,=,1.0,http://human.owl#NCI_C32078,"[""Ankle_Joint""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""left lung bronchiole""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001778,=,1.0,http://human.owl#NCI_C49252,"[""Left_Lung_Bronchiole""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""alveolus epithelium""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001771,=,0.0,http://human.owl#NCI_C12867,"[""Alveolar_Epithelium""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""right hepatic duct""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001639,=,1.0,http://human.owl#NCI_C33476,"[""Right_Hepatic_Duct""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""solitary tract nucleus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001052,=,1.0,http://human.owl#NCI_C33187,"[""Nucleus_of_the_Solitary_Tract""]",[],"[""owl:Class""]",true,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""cerebellum molecular cell layer""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000996,=,0.0,http://human.owl#NCI_C49139,"[""Molecular_Layer_of_the_Cerebellum""]",[],"[""owl:Class""]",true,false negative
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""retinal vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002213,=,1.0,http://human.owl#NCI_C53063,"[""Retinal_Vein""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""sural artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002058,=,1.0,http://human.owl#NCI_C52734,"[""External_Sural_Artery""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""testis""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000411,=,1.0,http://human.owl#NCI_C12412,"[""Testis""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""inferior pancreatico-duodenal artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002014,=,1.0,http://human.owl#NCI_C32786,"[""Inferior_Pancreatico-duodenal_artery""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""peroneal nerve""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001169,=,1.0,http://human.owl#NCI_C52814,"[""Peroneal_Nerve""]",[],"[""owl:Class""]",false,true positive
LocalTrack,Local TC,D:/CITYUNI_CPP/term_2/individul_project/final_DEV/melt_kgas/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""large intestine serosa""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001546,=,0.0,http://human.owl#NCI_C32929,"[""Large_Intestinal_Serosal_Surface""]",[],"[""owl:Class""]",true,false negative
